course_id,course_code,context,question,answer
94,,"Cử nhân ngành Thiết kế Vi mạch (Áp dụng từ khóa 19 - 2024) a) Tên ngành đào tạo: Tiếng Việt: Thiết kế Vi mạch. Tiếng Anh: Integrated Circuit Design. b) Mã ngành đào tạo: 75202a1 c) Loại hình đào tạo: Chính quy tập trung d) Thời gian đào tạo: 4 năm, 8 học kỳ đ) Tên văn bằng sau khi tốt nghiệp: + Tiếng Việt: Cử nhân Thiết kế Vi mạch + Tiếng Anh: Bachelor of Engineering in Integrated Circuit Design e) Địa điểm đào tạo: Trường Đại Học Công Nghệ Thông Tin – ĐHQG TP.HCM",Ngành Thiết kế Vi mạch áp dụng từ khóa nào đến năm nào?,từ khóa 19 - 2024
94,,"Cử nhân ngành Thiết kế Vi mạch (Áp dụng từ khóa 19 - 2024) a) Tên ngành đào tạo: Tiếng Việt: Thiết kế Vi mạch. Tiếng Anh: Integrated Circuit Design. b) Mã ngành đào tạo: 75202a1 c) Loại hình đào tạo: Chính quy tập trung d) Thời gian đào tạo: 4 năm, 8 học kỳ đ) Tên văn bằng sau khi tốt nghiệp: + Tiếng Việt: Cử nhân Thiết kế Vi mạch + Tiếng Anh: Bachelor of Engineering in Integrated Circuit Design e) Địa điểm đào tạo: Trường Đại Học Công Nghệ Thông Tin – ĐHQG TP.HCM",Ngành Thiết kế Vi mạch có thời gian đào tạo bao nhiêu năm?,4 năm
94,,"Cử nhân ngành Thiết kế Vi mạch (Áp dụng từ khóa 19 - 2024) a) Tên ngành đào tạo: Tiếng Việt: Thiết kế Vi mạch. Tiếng Anh: Integrated Circuit Design. b) Mã ngành đào tạo: 75202a1 c) Loại hình đào tạo: Chính quy tập trung d) Thời gian đào tạo: 4 năm, 8 học kỳ đ) Tên văn bằng sau khi tốt nghiệp: + Tiếng Việt: Cử nhân Thiết kế Vi mạch + Tiếng Anh: Bachelor of Engineering in Integrated Circuit Design e) Địa điểm đào tạo: Trường Đại Học Công Nghệ Thông Tin – ĐHQG TP.HCM",Tên văn bằng sau khi tốt nghiệp bằng tiếng Việt là gì?,Cử nhân Thiết kế Vi mạch
95,SS004,"Môn Kỹ năng nghề nghiệp với mã môn SS004 tập trung vào trang bị cho sinh viên những kỹ năng cần thiết trong lĩnh vực công nghệ thông tin (CNTT). Những kỹ năng này bao gồm giao tiếp hiệu quả, làm việc nhóm, tư duy phản biện, quản lý thời gian và thuyết trình. Nội dung môn học chú trọng vào việc truyền đạt kiến thức và thực hành các kỹ năng này, giúp sinh viên có nền tảng cơ bản đáp ứng được yêu cầu học tập và công việc trong lĩnh vực CNTT.",Nội dung môn học SS004 chú trọng vào điều gì?,truyền đạt kiến thức và thực hành các kỹ năng
95,SS004,"Môn Kỹ năng nghề nghiệp với mã môn SS004 tập trung vào trang bị cho sinh viên những kỹ năng cần thiết trong lĩnh vực công nghệ thông tin (CNTT). Những kỹ năng này bao gồm giao tiếp hiệu quả, làm việc nhóm, tư duy phản biện, quản lý thời gian và thuyết trình. Nội dung môn học chú trọng vào việc truyền đạt kiến thức và thực hành các kỹ năng này, giúp sinh viên có nền tảng cơ bản đáp ứng được yêu cầu học tập và công việc trong lĩnh vực CNTT.",Môn học SS004 giúp sinh viên phát triển kỹ năng nào trong quản lý?,quản lý thời gian
95,SS004,"Môn Kỹ năng nghề nghiệp với mã môn SS004 tập trung vào trang bị cho sinh viên những kỹ năng cần thiết trong lĩnh vực công nghệ thông tin (CNTT). Những kỹ năng này bao gồm giao tiếp hiệu quả, làm việc nhóm, tư duy phản biện, quản lý thời gian và thuyết trình. Nội dung môn học chú trọng vào việc truyền đạt kiến thức và thực hành các kỹ năng này, giúp sinh viên có nền tảng cơ bản đáp ứng được yêu cầu học tập và công việc trong lĩnh vực CNTT.",Môn học SS004 giúp sinh viên có nền tảng cơ bản để đáp ứng yêu cầu gì?,yêu cầu học tập và công việc trong lĩnh vực CNTT
95,SS004,"Môn Kỹ năng nghề nghiệp với mã môn SS004 tập trung vào trang bị cho sinh viên những kỹ năng cần thiết trong lĩnh vực công nghệ thông tin (CNTT). Những kỹ năng này bao gồm giao tiếp hiệu quả, làm việc nhóm, tư duy phản biện, quản lý thời gian và thuyết trình. Nội dung môn học chú trọng vào việc truyền đạt kiến thức và thực hành các kỹ năng này, giúp sinh viên có nền tảng cơ bản đáp ứng được yêu cầu học tập và công việc trong lĩnh vực CNTT.",Môn học SS004 giúp sinh viên phát triển kỹ năng nào trong giao tiếp?,giao tiếp hiệu quả
95,SS004,"Môn Kỹ năng nghề nghiệp với mã môn SS004 tập trung vào trang bị cho sinh viên những kỹ năng cần thiết trong lĩnh vực công nghệ thông tin (CNTT). Những kỹ năng này bao gồm giao tiếp hiệu quả, làm việc nhóm, tư duy phản biện, quản lý thời gian và thuyết trình. Nội dung môn học chú trọng vào việc truyền đạt kiến thức và thực hành các kỹ năng này, giúp sinh viên có nền tảng cơ bản đáp ứng được yêu cầu học tập và công việc trong lĩnh vực CNTT.",Môn học SS004 giúp sinh viên phát triển kỹ năng nào trong tư duy?,tư duy phản biện
95,SS004,"Môn Kỹ năng nghề nghiệp với mã môn SS004 tập trung vào trang bị cho sinh viên những kỹ năng cần thiết trong lĩnh vực công nghệ thông tin (CNTT). Những kỹ năng này bao gồm giao tiếp hiệu quả, làm việc nhóm, tư duy phản biện, quản lý thời gian và thuyết trình. Nội dung môn học chú trọng vào việc truyền đạt kiến thức và thực hành các kỹ năng này, giúp sinh viên có nền tảng cơ bản đáp ứng được yêu cầu học tập và công việc trong lĩnh vực CNTT.",Môn Kỹ năng nghề nghiệp với mã môn SS004 tập trung vào lĩnh vực nào?,công nghệ thông tin (CNTT)
95,SS004,"Môn Kỹ năng nghề nghiệp với mã môn SS004 tập trung vào trang bị cho sinh viên những kỹ năng cần thiết trong lĩnh vực công nghệ thông tin (CNTT). Những kỹ năng này bao gồm giao tiếp hiệu quả, làm việc nhóm, tư duy phản biện, quản lý thời gian và thuyết trình. Nội dung môn học chú trọng vào việc truyền đạt kiến thức và thực hành các kỹ năng này, giúp sinh viên có nền tảng cơ bản đáp ứng được yêu cầu học tập và công việc trong lĩnh vực CNTT.",Mã môn học của môn Kỹ năng nghề nghiệp là gì?,SS004
95,SS004,"Môn Kỹ năng nghề nghiệp với mã môn SS004 tập trung vào trang bị cho sinh viên những kỹ năng cần thiết trong lĩnh vực công nghệ thông tin (CNTT). Những kỹ năng này bao gồm giao tiếp hiệu quả, làm việc nhóm, tư duy phản biện, quản lý thời gian và thuyết trình. Nội dung môn học chú trọng vào việc truyền đạt kiến thức và thực hành các kỹ năng này, giúp sinh viên có nền tảng cơ bản đáp ứng được yêu cầu học tập và công việc trong lĩnh vực CNTT.",Môn học SS004 giúp sinh viên phát triển kỹ năng nào trong thuyết trình?,thuyết trình
95,SS004,"Môn Kỹ năng nghề nghiệp với mã môn SS004 tập trung vào trang bị cho sinh viên những kỹ năng cần thiết trong lĩnh vực công nghệ thông tin (CNTT). Những kỹ năng này bao gồm giao tiếp hiệu quả, làm việc nhóm, tư duy phản biện, quản lý thời gian và thuyết trình. Nội dung môn học chú trọng vào việc truyền đạt kiến thức và thực hành các kỹ năng này, giúp sinh viên có nền tảng cơ bản đáp ứng được yêu cầu học tập và công việc trong lĩnh vực CNTT.",Môn học SS004 giúp sinh viên phát triển kỹ năng nào trong làm việc nhóm?,làm việc nhóm
96,NT230,"Môn học Cơ chế hoạt động của mã độc có mã môn học là NT230. Tóm tắt nội dung môn học như sau: Mã độc là chủ đề quan trọng trong an toàn thông tin. Việc hiểu được cơ chế hoạt động của mã độc sẽ giúp ích trong việc xây dựng được các hệ thống phát hiện, ngăn chặn chúng. Do đó, môn học này có mục tiêu trang bị cho sinh viên kiến thức cả lý thuyết và thực hành về hoạt động của các mã độc thông dụng. Cụ thể môn học trình bày cơ chế vận hành, các kĩ thuật được sử dụng của các mã độc thông dụng như virus, sâu, botnet, rootkit, ...",Môn học NT230 giúp sinh viên hiểu về các kĩ thuật được sử dụng của gì?,các mã độc thông dụng
96,NT230,"Môn học Cơ chế hoạt động của mã độc có mã môn học là NT230. Tóm tắt nội dung môn học như sau: Mã độc là chủ đề quan trọng trong an toàn thông tin. Việc hiểu được cơ chế hoạt động của mã độc sẽ giúp ích trong việc xây dựng được các hệ thống phát hiện, ngăn chặn chúng. Do đó, môn học này có mục tiêu trang bị cho sinh viên kiến thức cả lý thuyết và thực hành về hoạt động của các mã độc thông dụng. Cụ thể môn học trình bày cơ chế vận hành, các kĩ thuật được sử dụng của các mã độc thông dụng như virus, sâu, botnet, rootkit, ...",Môn học NT230 trình bày về các kĩ thuật được sử dụng của mã độc nào?,virus
96,NT230,"Môn học Cơ chế hoạt động của mã độc có mã môn học là NT230. Tóm tắt nội dung môn học như sau: Mã độc là chủ đề quan trọng trong an toàn thông tin. Việc hiểu được cơ chế hoạt động của mã độc sẽ giúp ích trong việc xây dựng được các hệ thống phát hiện, ngăn chặn chúng. Do đó, môn học này có mục tiêu trang bị cho sinh viên kiến thức cả lý thuyết và thực hành về hoạt động của các mã độc thông dụng. Cụ thể môn học trình bày cơ chế vận hành, các kĩ thuật được sử dụng của các mã độc thông dụng như virus, sâu, botnet, rootkit, ...",Môn học NT230 trang bị kiến thức gì cho sinh viên?,kiến thức cả lý thuyết và thực hành về hoạt động của các mã độc thông dụng
96,NT230,"Môn học Cơ chế hoạt động của mã độc có mã môn học là NT230. Tóm tắt nội dung môn học như sau: Mã độc là chủ đề quan trọng trong an toàn thông tin. Việc hiểu được cơ chế hoạt động của mã độc sẽ giúp ích trong việc xây dựng được các hệ thống phát hiện, ngăn chặn chúng. Do đó, môn học này có mục tiêu trang bị cho sinh viên kiến thức cả lý thuyết và thực hành về hoạt động của các mã độc thông dụng. Cụ thể môn học trình bày cơ chế vận hành, các kĩ thuật được sử dụng của các mã độc thông dụng như virus, sâu, botnet, rootkit, ...",Mã môn học của môn Cơ chế hoạt động của mã độc là gì?,NT230
96,NT230,"Môn học Cơ chế hoạt động của mã độc có mã môn học là NT230. Tóm tắt nội dung môn học như sau: Mã độc là chủ đề quan trọng trong an toàn thông tin. Việc hiểu được cơ chế hoạt động của mã độc sẽ giúp ích trong việc xây dựng được các hệ thống phát hiện, ngăn chặn chúng. Do đó, môn học này có mục tiêu trang bị cho sinh viên kiến thức cả lý thuyết và thực hành về hoạt động của các mã độc thông dụng. Cụ thể môn học trình bày cơ chế vận hành, các kĩ thuật được sử dụng của các mã độc thông dụng như virus, sâu, botnet, rootkit, ...",Môn học NT230 trình bày về cơ chế vận hành của mã độc nào khác ngoài virus và sâu?,botnet
96,NT230,"Môn học Cơ chế hoạt động của mã độc có mã môn học là NT230. Tóm tắt nội dung môn học như sau: Mã độc là chủ đề quan trọng trong an toàn thông tin. Việc hiểu được cơ chế hoạt động của mã độc sẽ giúp ích trong việc xây dựng được các hệ thống phát hiện, ngăn chặn chúng. Do đó, môn học này có mục tiêu trang bị cho sinh viên kiến thức cả lý thuyết và thực hành về hoạt động của các mã độc thông dụng. Cụ thể môn học trình bày cơ chế vận hành, các kĩ thuật được sử dụng của các mã độc thông dụng như virus, sâu, botnet, rootkit, ...",Môn học NT230 có mục tiêu gì?,trang bị cho sinh viên kiến thức cả lý thuyết và thực hành về hoạt động của các mã độc thông dụng
96,NT230,"Môn học Cơ chế hoạt động của mã độc có mã môn học là NT230. Tóm tắt nội dung môn học như sau: Mã độc là chủ đề quan trọng trong an toàn thông tin. Việc hiểu được cơ chế hoạt động của mã độc sẽ giúp ích trong việc xây dựng được các hệ thống phát hiện, ngăn chặn chúng. Do đó, môn học này có mục tiêu trang bị cho sinh viên kiến thức cả lý thuyết và thực hành về hoạt động của các mã độc thông dụng. Cụ thể môn học trình bày cơ chế vận hành, các kĩ thuật được sử dụng của các mã độc thông dụng như virus, sâu, botnet, rootkit, ...","Môn học NT230 trình bày về các kĩ thuật được sử dụng của mã độc nào khác ngoài virus, sâu và botnet?",rootkit
96,NT230,"Môn học Cơ chế hoạt động của mã độc có mã môn học là NT230. Tóm tắt nội dung môn học như sau: Mã độc là chủ đề quan trọng trong an toàn thông tin. Việc hiểu được cơ chế hoạt động của mã độc sẽ giúp ích trong việc xây dựng được các hệ thống phát hiện, ngăn chặn chúng. Do đó, môn học này có mục tiêu trang bị cho sinh viên kiến thức cả lý thuyết và thực hành về hoạt động của các mã độc thông dụng. Cụ thể môn học trình bày cơ chế vận hành, các kĩ thuật được sử dụng của các mã độc thông dụng như virus, sâu, botnet, rootkit, ...",Môn học NT230 trình bày về các kĩ thuật được sử dụng của mã độc nào khác ngoài virus?,sâu
96,NT230,"Môn học Cơ chế hoạt động của mã độc có mã môn học là NT230. Tóm tắt nội dung môn học như sau: Mã độc là chủ đề quan trọng trong an toàn thông tin. Việc hiểu được cơ chế hoạt động của mã độc sẽ giúp ích trong việc xây dựng được các hệ thống phát hiện, ngăn chặn chúng. Do đó, môn học này có mục tiêu trang bị cho sinh viên kiến thức cả lý thuyết và thực hành về hoạt động của các mã độc thông dụng. Cụ thể môn học trình bày cơ chế vận hành, các kĩ thuật được sử dụng của các mã độc thông dụng như virus, sâu, botnet, rootkit, ...",Mã độc là chủ đề quan trọng trong lĩnh vực nào?,an toàn thông tin
96,NT230,"Môn học Cơ chế hoạt động của mã độc có mã môn học là NT230. Tóm tắt nội dung môn học như sau: Mã độc là chủ đề quan trọng trong an toàn thông tin. Việc hiểu được cơ chế hoạt động của mã độc sẽ giúp ích trong việc xây dựng được các hệ thống phát hiện, ngăn chặn chúng. Do đó, môn học này có mục tiêu trang bị cho sinh viên kiến thức cả lý thuyết và thực hành về hoạt động của các mã độc thông dụng. Cụ thể môn học trình bày cơ chế vận hành, các kĩ thuật được sử dụng của các mã độc thông dụng như virus, sâu, botnet, rootkit, ...",Hiểu được cơ chế hoạt động của mã độc giúp ích gì?,"xây dựng được các hệ thống phát hiện, ngăn chặn chúng"
96,NT230,"Môn học Cơ chế hoạt động của mã độc có mã môn học là NT230. Tóm tắt nội dung môn học như sau: Mã độc là chủ đề quan trọng trong an toàn thông tin. Việc hiểu được cơ chế hoạt động của mã độc sẽ giúp ích trong việc xây dựng được các hệ thống phát hiện, ngăn chặn chúng. Do đó, môn học này có mục tiêu trang bị cho sinh viên kiến thức cả lý thuyết và thực hành về hoạt động của các mã độc thông dụng. Cụ thể môn học trình bày cơ chế vận hành, các kĩ thuật được sử dụng của các mã độc thông dụng như virus, sâu, botnet, rootkit, ...",Môn học NT230 có tên là gì?,Cơ chế hoạt động của mã độc
97,IT006,"Môn học mang tên Kiến trúc máy tính, được mã hóa là IT006. Nội dung chủ yếu bao gồm: kiến thức nền tảng về kiến trúc máy tính, như lịch sử hình thành và những công nghệ liên quan đến sự phát triển của máy tính; các khái niệm cơ bản trong kiến trúc máy tính như các thành phần cấu tạo, nguyên tắc hoạt động, kiến trúc tập lệnh và hiệu suất máy tính. Ngoài ra, môn học còn cung cấp kiến thức về lập trình hợp ngữ và các vấn đề liên quan đến CPU, như thiết kế datapath cơ bản và cơ chế đường ống.",Môn học Kiến trúc máy tính có mã hóa là gì?,IT006
97,IT006,"Môn học mang tên Kiến trúc máy tính, được mã hóa là IT006. Nội dung chủ yếu bao gồm: kiến thức nền tảng về kiến trúc máy tính, như lịch sử hình thành và những công nghệ liên quan đến sự phát triển của máy tính; các khái niệm cơ bản trong kiến trúc máy tính như các thành phần cấu tạo, nguyên tắc hoạt động, kiến trúc tập lệnh và hiệu suất máy tính. Ngoài ra, môn học còn cung cấp kiến thức về lập trình hợp ngữ và các vấn đề liên quan đến CPU, như thiết kế datapath cơ bản và cơ chế đường ống.",Môn học Kiến trúc máy tính cung cấp kiến thức về kiến trúc tập lệnh của cái gì?,kiến trúc máy tính
97,IT006,"Môn học mang tên Kiến trúc máy tính, được mã hóa là IT006. Nội dung chủ yếu bao gồm: kiến thức nền tảng về kiến trúc máy tính, như lịch sử hình thành và những công nghệ liên quan đến sự phát triển của máy tính; các khái niệm cơ bản trong kiến trúc máy tính như các thành phần cấu tạo, nguyên tắc hoạt động, kiến trúc tập lệnh và hiệu suất máy tính. Ngoài ra, môn học còn cung cấp kiến thức về lập trình hợp ngữ và các vấn đề liên quan đến CPU, như thiết kế datapath cơ bản và cơ chế đường ống.",Môn học Kiến trúc máy tính cung cấp kiến thức về những vấn đề liên quan đến thiết kế gì?,datapath cơ bản
97,IT006,"Môn học mang tên Kiến trúc máy tính, được mã hóa là IT006. Nội dung chủ yếu bao gồm: kiến thức nền tảng về kiến trúc máy tính, như lịch sử hình thành và những công nghệ liên quan đến sự phát triển của máy tính; các khái niệm cơ bản trong kiến trúc máy tính như các thành phần cấu tạo, nguyên tắc hoạt động, kiến trúc tập lệnh và hiệu suất máy tính. Ngoài ra, môn học còn cung cấp kiến thức về lập trình hợp ngữ và các vấn đề liên quan đến CPU, như thiết kế datapath cơ bản và cơ chế đường ống.",Kiến thức nền tảng về kiến trúc máy tính bao gồm những gì?,lịch sử hình thành và những công nghệ liên quan đến sự phát triển của máy tính
97,IT006,"Môn học mang tên Kiến trúc máy tính, được mã hóa là IT006. Nội dung chủ yếu bao gồm: kiến thức nền tảng về kiến trúc máy tính, như lịch sử hình thành và những công nghệ liên quan đến sự phát triển của máy tính; các khái niệm cơ bản trong kiến trúc máy tính như các thành phần cấu tạo, nguyên tắc hoạt động, kiến trúc tập lệnh và hiệu suất máy tính. Ngoài ra, môn học còn cung cấp kiến thức về lập trình hợp ngữ và các vấn đề liên quan đến CPU, như thiết kế datapath cơ bản và cơ chế đường ống.",Môn học Kiến trúc máy tính cung cấp kiến thức về những vấn đề liên quan đến cơ chế gì?,đường ống
97,IT006,"Môn học mang tên Kiến trúc máy tính, được mã hóa là IT006. Nội dung chủ yếu bao gồm: kiến thức nền tảng về kiến trúc máy tính, như lịch sử hình thành và những công nghệ liên quan đến sự phát triển của máy tính; các khái niệm cơ bản trong kiến trúc máy tính như các thành phần cấu tạo, nguyên tắc hoạt động, kiến trúc tập lệnh và hiệu suất máy tính. Ngoài ra, môn học còn cung cấp kiến thức về lập trình hợp ngữ và các vấn đề liên quan đến CPU, như thiết kế datapath cơ bản và cơ chế đường ống.",Môn học IT006 cung cấp kiến thức về những gì liên quan đến CPU?,"lập trình hợp ngữ và các vấn đề liên quan đến CPU, như thiết kế datapath cơ bản và cơ chế đường ống"
97,IT006,"Môn học mang tên Kiến trúc máy tính, được mã hóa là IT006. Nội dung chủ yếu bao gồm: kiến thức nền tảng về kiến trúc máy tính, như lịch sử hình thành và những công nghệ liên quan đến sự phát triển của máy tính; các khái niệm cơ bản trong kiến trúc máy tính như các thành phần cấu tạo, nguyên tắc hoạt động, kiến trúc tập lệnh và hiệu suất máy tính. Ngoài ra, môn học còn cung cấp kiến thức về lập trình hợp ngữ và các vấn đề liên quan đến CPU, như thiết kế datapath cơ bản và cơ chế đường ống.",Môn học Kiến trúc máy tính cung cấp kiến thức về lịch sử hình thành của cái gì?,sự phát triển của máy tính
97,IT006,"Môn học mang tên Kiến trúc máy tính, được mã hóa là IT006. Nội dung chủ yếu bao gồm: kiến thức nền tảng về kiến trúc máy tính, như lịch sử hình thành và những công nghệ liên quan đến sự phát triển của máy tính; các khái niệm cơ bản trong kiến trúc máy tính như các thành phần cấu tạo, nguyên tắc hoạt động, kiến trúc tập lệnh và hiệu suất máy tính. Ngoài ra, môn học còn cung cấp kiến thức về lập trình hợp ngữ và các vấn đề liên quan đến CPU, như thiết kế datapath cơ bản và cơ chế đường ống.",Môn học Kiến trúc máy tính cung cấp kiến thức về hiệu suất của cái gì?,máy tính
97,IT006,"Môn học mang tên Kiến trúc máy tính, được mã hóa là IT006. Nội dung chủ yếu bao gồm: kiến thức nền tảng về kiến trúc máy tính, như lịch sử hình thành và những công nghệ liên quan đến sự phát triển của máy tính; các khái niệm cơ bản trong kiến trúc máy tính như các thành phần cấu tạo, nguyên tắc hoạt động, kiến trúc tập lệnh và hiệu suất máy tính. Ngoài ra, môn học còn cung cấp kiến thức về lập trình hợp ngữ và các vấn đề liên quan đến CPU, như thiết kế datapath cơ bản và cơ chế đường ống.",Môn học Kiến trúc máy tính cung cấp kiến thức về lập trình hợp ngữ và những vấn đề liên quan đến cái gì?,CPU
97,IT006,"Môn học mang tên Kiến trúc máy tính, được mã hóa là IT006. Nội dung chủ yếu bao gồm: kiến thức nền tảng về kiến trúc máy tính, như lịch sử hình thành và những công nghệ liên quan đến sự phát triển của máy tính; các khái niệm cơ bản trong kiến trúc máy tính như các thành phần cấu tạo, nguyên tắc hoạt động, kiến trúc tập lệnh và hiệu suất máy tính. Ngoài ra, môn học còn cung cấp kiến thức về lập trình hợp ngữ và các vấn đề liên quan đến CPU, như thiết kế datapath cơ bản và cơ chế đường ống.",Môn học Kiến trúc máy tính cung cấp kiến thức về những khái niệm cơ bản nào?,"các thành phần cấu tạo, nguyên tắc hoạt động, kiến trúc tập lệnh và hiệu suất máy tính"
97,IT006,"Môn học mang tên Kiến trúc máy tính, được mã hóa là IT006. Nội dung chủ yếu bao gồm: kiến thức nền tảng về kiến trúc máy tính, như lịch sử hình thành và những công nghệ liên quan đến sự phát triển của máy tính; các khái niệm cơ bản trong kiến trúc máy tính như các thành phần cấu tạo, nguyên tắc hoạt động, kiến trúc tập lệnh và hiệu suất máy tính. Ngoài ra, môn học còn cung cấp kiến thức về lập trình hợp ngữ và các vấn đề liên quan đến CPU, như thiết kế datapath cơ bản và cơ chế đường ống.",Môn học Kiến trúc máy tính cung cấp kiến thức về những vấn đề liên quan đến CPU nào?,thiết kế datapath cơ bản và cơ chế đường ống
97,IT006,"Môn học mang tên Kiến trúc máy tính, được mã hóa là IT006. Nội dung chủ yếu bao gồm: kiến thức nền tảng về kiến trúc máy tính, như lịch sử hình thành và những công nghệ liên quan đến sự phát triển của máy tính; các khái niệm cơ bản trong kiến trúc máy tính như các thành phần cấu tạo, nguyên tắc hoạt động, kiến trúc tập lệnh và hiệu suất máy tính. Ngoài ra, môn học còn cung cấp kiến thức về lập trình hợp ngữ và các vấn đề liên quan đến CPU, như thiết kế datapath cơ bản và cơ chế đường ống.",Nội dung chủ yếu của môn học Kiến trúc máy tính bao gồm những gì?,"kiến thức nền tảng về kiến trúc máy tính, như lịch sử hình thành và những công nghệ liên quan đến sự phát triển của máy tính"
97,IT006,"Môn học mang tên Kiến trúc máy tính, được mã hóa là IT006. Nội dung chủ yếu bao gồm: kiến thức nền tảng về kiến trúc máy tính, như lịch sử hình thành và những công nghệ liên quan đến sự phát triển của máy tính; các khái niệm cơ bản trong kiến trúc máy tính như các thành phần cấu tạo, nguyên tắc hoạt động, kiến trúc tập lệnh và hiệu suất máy tính. Ngoài ra, môn học còn cung cấp kiến thức về lập trình hợp ngữ và các vấn đề liên quan đến CPU, như thiết kế datapath cơ bản và cơ chế đường ống.",Môn học Kiến trúc máy tính bao gồm những nội dung chính nào?,"các khái niệm cơ bản trong kiến trúc máy tính như các thành phần cấu tạo, nguyên tắc hoạt động, kiến trúc tập lệnh và hiệu suất máy tính"
97,IT006,"Môn học mang tên Kiến trúc máy tính, được mã hóa là IT006. Nội dung chủ yếu bao gồm: kiến thức nền tảng về kiến trúc máy tính, như lịch sử hình thành và những công nghệ liên quan đến sự phát triển của máy tính; các khái niệm cơ bản trong kiến trúc máy tính như các thành phần cấu tạo, nguyên tắc hoạt động, kiến trúc tập lệnh và hiệu suất máy tính. Ngoài ra, môn học còn cung cấp kiến thức về lập trình hợp ngữ và các vấn đề liên quan đến CPU, như thiết kế datapath cơ bản và cơ chế đường ống.",Môn học nào cung cấp kiến thức về lập trình hợp ngữ và các vấn đề liên quan đến CPU?,Môn học mang tên Kiến trúc máy tính
98,CE433,Môn học CE433 về Thiết kế hệ thống SoC giới thiệu về phương pháp thiết kế SoC và cung cấp kiến thức cơ bản về các vi mạch SoC cho sinh viên.,Môn học CE433 giới thiệu phương pháp gì?,phương pháp thiết kế SoC
98,CE433,Môn học CE433 về Thiết kế hệ thống SoC giới thiệu về phương pháp thiết kế SoC và cung cấp kiến thức cơ bản về các vi mạch SoC cho sinh viên.,Môn học CE433 cung cấp kiến thức về vi mạch gì?,SoC
98,CE433,Môn học CE433 về Thiết kế hệ thống SoC giới thiệu về phương pháp thiết kế SoC và cung cấp kiến thức cơ bản về các vi mạch SoC cho sinh viên.,Môn học CE433 cung cấp kiến thức về loại vi mạch nào?,các vi mạch SoC
98,CE433,Môn học CE433 về Thiết kế hệ thống SoC giới thiệu về phương pháp thiết kế SoC và cung cấp kiến thức cơ bản về các vi mạch SoC cho sinh viên.,Môn học CE433 thuộc lĩnh vực nào?,Thiết kế hệ thống SoC
98,CE433,Môn học CE433 về Thiết kế hệ thống SoC giới thiệu về phương pháp thiết kế SoC và cung cấp kiến thức cơ bản về các vi mạch SoC cho sinh viên.,Môn học CE433 cung cấp kiến thức gì cho sinh viên?,kiến thức cơ bản về các vi mạch SoC
98,CE433,Môn học CE433 về Thiết kế hệ thống SoC giới thiệu về phương pháp thiết kế SoC và cung cấp kiến thức cơ bản về các vi mạch SoC cho sinh viên.,Môn học CE433 dành cho đối tượng nào?,sinh viên
98,CE433,Môn học CE433 về Thiết kế hệ thống SoC giới thiệu về phương pháp thiết kế SoC và cung cấp kiến thức cơ bản về các vi mạch SoC cho sinh viên.,Môn học CE433 giới thiệu về phương pháp thiết kế gì?,SoC
99,NT213,"Môn NT213 với tên gọi Bảo mật web và ứng dụng là một môn học cung cấp cái nhìn tổng quát về các kỹ thuật hack ứng dụng web. Sinh viên theo học sẽ được tiếp cận với các phương pháp bảo mật như thu thập thông tin, xác thực đầu vào từ phía máy chủ và bảo vệ các nền tảng phía máy khách. Ngoài ra, môn học còn trang bị kiến thức về phần mềm độc hại dành cho nền tảng web.",Sinh viên theo học môn NT213 sẽ được tiếp cận với những phương pháp bảo mật nào?,"thu thập thông tin, xác thực đầu vào từ phía máy chủ và bảo vệ các nền tảng phía máy khách"
99,NT213,"Môn NT213 với tên gọi Bảo mật web và ứng dụng là một môn học cung cấp cái nhìn tổng quát về các kỹ thuật hack ứng dụng web. Sinh viên theo học sẽ được tiếp cận với các phương pháp bảo mật như thu thập thông tin, xác thực đầu vào từ phía máy chủ và bảo vệ các nền tảng phía máy khách. Ngoài ra, môn học còn trang bị kiến thức về phần mềm độc hại dành cho nền tảng web.",Môn NT213 cung cấp kiến thức về phần mềm độc hại dành cho nền tảng nào?,nền tảng web
99,NT213,"Môn NT213 với tên gọi Bảo mật web và ứng dụng là một môn học cung cấp cái nhìn tổng quát về các kỹ thuật hack ứng dụng web. Sinh viên theo học sẽ được tiếp cận với các phương pháp bảo mật như thu thập thông tin, xác thực đầu vào từ phía máy chủ và bảo vệ các nền tảng phía máy khách. Ngoài ra, môn học còn trang bị kiến thức về phần mềm độc hại dành cho nền tảng web.",Môn NT213 cung cấp kiến thức về bảo mật đầu vào từ phía nào?,phía máy chủ
99,NT213,"Môn NT213 với tên gọi Bảo mật web và ứng dụng là một môn học cung cấp cái nhìn tổng quát về các kỹ thuật hack ứng dụng web. Sinh viên theo học sẽ được tiếp cận với các phương pháp bảo mật như thu thập thông tin, xác thực đầu vào từ phía máy chủ và bảo vệ các nền tảng phía máy khách. Ngoài ra, môn học còn trang bị kiến thức về phần mềm độc hại dành cho nền tảng web.",Môn NT213 giúp sinh viên tiếp cận với phương pháp bảo mật nào từ phía máy khách?,bảo vệ các nền tảng phía máy khách
